sector,real_mean,cf_mean,mean_diff,ci_lower,ci_upper,cohens_d,significant
health,156.81792746988512,222.25550696720677,65.43757949732168,49.37784122687489,82.01548550760862,0.5321639666613978,True
educ,27.471291288121225,39.80443617509361,12.333144886972393,6.880568488192484,16.182573238620073,0.3710670536443274,True
pubwelf,299.22225203297353,139.89505529024385,-159.3271967427297,-190.9149300270062,-128.53989228907193,-0.7397446158130142,True
socserv,45.29878420411783,23.636068562435664,-21.662715641682162,-29.575006544811842,-15.89929639399777,-0.4125333924467966,True
econdev,191.75874279695327,200.79780243606393,9.039059639110656,-13.847076759275577,29.733588476082645,0.05915810681523284,False
labor,0.7110942505325131,0.8299574125220144,0.1188631619895011,-0.1974745563919363,0.3470858768740017,0.06205417143673418,False
housing,8.187859854365186,2.823028457999291,-5.364831396365895,-8.0965830305408,-3.0969113145829983,-0.2910634003651891,True
gov,375.87868547519855,452.4815979926013,76.60291251740273,37.94896972405384,106.20390632767507,0.31983263136590845,True
