sector,real_mean,cf_mean,diff,ci_low,ci_high,cohens_d,significant
health,288.27950440564626,89.14648168076604,-199.13302272488028,-274.3518661756899,-160.29604129113005,-0.6176308662431158,True
educ,30.081279677247462,37.86039800505727,7.77911832780981,1.513416701225205,11.662274145854349,0.25077527614446293,True
pubwelf,487.59312726627667,471.0096634753292,-16.583463790947544,-89.52044288280132,41.22079013727538,-0.040915917614780056,False
socserv,70.38949080631201,78.92232199156156,8.532831185249556,-14.037603178491025,21.459427649864455,0.0885760773166651,False
econdev,321.162264844814,382.9797474866143,61.8174826418003,4.114031932773118,101.42181942519218,0.21357523126742337,True
labor,1.1975070504042018,0.8118312856958927,-0.3856757647083089,-1.2391202731420479,0.02699506164482406,-0.10879245509568605,False
housing,6.222753542229279,2.7061692642351014,-3.5165842779941783,-5.842064122067709,-1.6832240325533419,-0.28968293133356926,True
gov,655.7910890848605,905.0624177304275,249.27132864556697,108.93467836933166,324.412226371123,0.3912719471004032,True
totexp,1501.0574220231938,2096.751453445456,595.694031422262,337.12013810866125,745.9629778292067,0.497317913237102,True
