LGU_clean,election_year,incumbent_name,dynasty,incumbent_terms,ira_share,local_rev_mn,enc_gol,income_class,region,health_mn_pre3,health_mn_post3,educ_mn_pre3,educ_mn_post3,pubwelf_mn_pre3,pubwelf_mn_post3,socserv_mn_pre3,socserv_mn_post3,econdev_mn_pre3,econdev_mn_post3,labor_mn_pre3,labor_mn_post3,housing_mn_pre3,housing_mn_post3,gov_mn_pre3,gov_mn_post3,totexp_mn_pre3,totexp_mn_post3
BURDEOS,2016,,1,0,0.9458070610337324,4.70896029,,3,CALABARZON,3.8104087599999996,6.118817616666667,0.4958368933333334,1.1614835766666667,7.6957955799999995,13.393621470000001,3.389549926666667,6.113320276666666,4.730021713333333,5.416370433333334,0.0,0.0,0.0,0.0,32.84441963333333,39.60018372,45.270236926666676,58.41017562333334
BURDEOS,2019,,1,0,0.936228055026468,7.096213280000001,,3,CALABARZON,4.910433193333334,8.205644470000001,1.08769391,1.6079469266666668,11.117178656666667,16.12949438,5.119051553333333,6.315902983333333,5.886631286666667,7.9809631833333325,0.0,0.0,0.0,0.0,36.78445617333333,54.38473909333334,53.78826611666667,78.49519665666666
BURDEOS,2022,,1,0,0.9713647170465461,4.97817078,,3,CALABARZON,7.44058905,,0.9048789933333333,,14.196649436666666,,5.851181393333333,,6.00795528,,0.0,,0.0,,48.530467153333326,,68.73507187,
BURGOS,1992,,1,0,0.669838483794134,0.616833,,3,CAGAYAN VALLEY,,,,,,0.8692948888888887,,,,0.6126537222222221,,,,,,3.2972059444444444,,4.7791545555555555
BURGOS,1992,,1,0,0.8481683987770472,0.508473,,3,ILOCOS REGION,,,,,,0.8692948888888887,,,,0.6126537222222221,,,,,,3.2972059444444444,,4.7791545555555555
BURGOS,1992,,1,0,0.8889661754272571,0.263865,,3,ILOCOS REGION,,,,,,0.8692948888888887,,,,0.6126537222222221,,,,,,3.2972059444444444,,4.7791545555555555
BURGOS,1992,,1,0,0.8149189628174492,0.443945,,3,ILOCOS REGION,,,,,,0.8692948888888887,,,,0.6126537222222221,,,,,,3.2972059444444444,,4.7791545555555555
BURGOS,1992,,1,0,0.7256194905594039,1.121445,,3,ILOCOS REGION,,,,,,0.8692948888888887,,,,0.6126537222222221,,,,,,3.2972059444444444,,4.7791545555555555
BURGOS,1992,,1,0,0.7163098584851153,0.680043,,3,NORTHERN MINDANAO,,,,,,0.8692948888888887,,,,0.6126537222222221,,,,,,3.2972059444444444,,4.7791545555555555
BURGOS,1995,,1,0,0.8537841935840365,1.120479,,3,CAGAYAN VALLEY,,,,,0.5720822777777778,1.5222435555555558,,,0.4602963888888889,0.9628033333333335,,,,,2.664709333333333,4.830722,3.697088,7.315768888888887
BURGOS,1995,,1,0,0.83390316964713,0.66722,,3,ILOCOS REGION,,,,,0.5720822777777778,1.5222435555555558,,,0.4602963888888889,0.9628033333333335,,,,,2.664709333333333,4.830722,3.697088,7.315768888888887
BURGOS,1995,,1,0,0.8860034525163533,0.7305649999999999,,3,ILOCOS REGION,,,,,0.5720822777777778,1.5222435555555558,,,0.4602963888888889,0.9628033333333335,,,,,2.664709333333333,4.830722,3.697088,7.315768888888887
BURGOS,1995,,1,0,0.652822365086968,2.747109,,3,ILOCOS REGION,,,,,0.5720822777777778,1.5222435555555558,,,0.4602963888888889,0.9628033333333335,,,,,2.664709333333333,4.830722,3.697088,7.315768888888887
BURGOS,1995,,1,0,0.7594543547727736,2.15006,,3,ILOCOS REGION,,,,,0.5720822777777778,1.5222435555555558,,,0.4602963888888889,0.9628033333333335,,,,,2.664709333333333,4.830722,3.697088,7.315768888888887
BURGOS,1995,,1,0,0.9008962936786348,0.413932,,3,NORTHERN MINDANAO,,,,,0.5720822777777778,1.5222435555555558,,,0.4602963888888889,0.9628033333333335,,,,,2.664709333333333,4.830722,3.697088,7.315768888888887
BURGOS,1998,,1,0,0.9004420626427174,1.242316,,3,CAGAYAN VALLEY,,1.4440831983333335,,0.19981763333333333,1.2816280000000002,4.350629182222223,,0.4860134333333334,0.8214180555555556,1.7953899994444444,,0.0,,1.3420696466666666,4.212162388888889,7.340184885555555,6.315208444444444,13.486204067222223
BURGOS,1998,,1,0,0.8890255815850068,0.7674719999999999,,3,CARAGA,,1.4440831983333335,,0.19981763333333333,1.2816280000000002,4.350629182222223,,0.4860134333333334,0.8214180555555556,1.7953899994444444,,0.0,,1.3420696466666666,4.212162388888889,7.340184885555555,6.315208444444444,13.486204067222223
BURGOS,1998,,1,0,0.8568076921346731,1.113894,,3,ILOCOS REGION,,1.4440831983333335,,0.19981763333333333,1.2816280000000002,4.350629182222223,,0.4860134333333334,0.8214180555555556,1.7953899994444444,,0.0,,1.3420696466666666,4.212162388888889,7.340184885555555,6.315208444444444,13.486204067222223
BURGOS,1998,,1,0,0.9669388183811082,0.572247,,3,ILOCOS REGION,,1.4440831983333335,,0.19981763333333333,1.2816280000000002,4.350629182222223,,0.4860134333333334,0.8214180555555556,1.7953899994444444,,0.0,,1.3420696466666666,4.212162388888889,7.340184885555555,6.315208444444444,13.486204067222223
BURGOS,1998,,1,0,0.7979615428661564,0.640072,,3,ILOCOS REGION,,1.4440831983333335,,0.19981763333333333,1.2816280000000002,4.350629182222223,,0.4860134333333334,0.8214180555555556,1.7953899994444444,,0.0,,1.3420696466666666,4.212162388888889,7.340184885555555,6.315208444444444,13.486204067222223
BURGOS,1998,,1,0,0.847574933136217,2.096296,,3,ILOCOS REGION,,1.4440831983333335,,0.19981763333333333,1.2816280000000002,4.350629182222223,,0.4860134333333334,0.8214180555555556,1.7953899994444444,,0.0,,1.3420696466666666,4.212162388888889,7.340184885555555,6.315208444444444,13.486204067222223
BURGOS,2001,,1,0,0.927062620231838,1.32462195,,3,CAGAYAN VALLEY,,1.5290525849999996,,0.26581914222222225,2.117591332222222,11.714619406666666,,0.6395764733333333,1.182042977222222,1.843431236666667,,0.0,,0.32510353055555563,6.436209479999999,8.955067675555556,9.735843789444445,22.513118318888885
BURGOS,2001,,1,0,0.9720660064211029,0.19735366,,3,CARAGA,,1.5290525849999996,,0.26581914222222225,2.117591332222222,11.714619406666666,,0.6395764733333333,1.182042977222222,1.843431236666667,,0.0,,0.32510353055555563,6.436209479999999,8.955067675555556,9.735843789444445,22.513118318888885
BURGOS,2001,,1,0,0.8312802950862914,1.5028959,,3,ILOCOS REGION,,1.5290525849999996,,0.26581914222222225,2.117591332222222,11.714619406666666,,0.6395764733333333,1.182042977222222,1.843431236666667,,0.0,,0.32510353055555563,6.436209479999999,8.955067675555556,9.735843789444445,22.513118318888885
BURGOS,2001,,1,0,0.4992388239582135,0.8889263700000001,,3,ILOCOS REGION,,1.5290525849999996,,0.26581914222222225,2.117591332222222,11.714619406666666,,0.6395764733333333,1.182042977222222,1.843431236666667,,0.0,,0.32510353055555563,6.436209479999999,8.955067675555556,9.735843789444445,22.513118318888885
BURGOS,2001,,1,0,0.7471072888684842,0.74210826,,3,ILOCOS REGION,,1.5290525849999996,,0.26581914222222225,2.117591332222222,11.714619406666666,,0.6395764733333333,1.182042977222222,1.843431236666667,,0.0,,0.32510353055555563,6.436209479999999,8.955067675555556,9.735843789444445,22.513118318888885
BURGOS,2001,,1,0,0.8635390061953983,2.63907955,,3,ILOCOS REGION,,1.5290525849999996,,0.26581914222222225,2.117591332222222,11.714619406666666,,0.6395764733333333,1.182042977222222,1.843431236666667,,0.0,,0.32510353055555563,6.436209479999999,8.955067675555556,9.735843789444445,22.513118318888885
BURGOS,2004,,1,0,0.9297318716153744,1.596,,3,CAGAYAN VALLEY,1.4929518949999998,1.6967405733333336,0.22949169166666664,0.3068363083333333,10.573872369999998,10.39040946388889,0.5553104505555556,0.8561045572222222,2.3052706627777777,1.8253017877777777,0.0,0.0,0.7724600794444445,0.3893333333333333,8.680986223888889,10.993013260555554,21.56012925666667,23.208724512222222
BURGOS,2004,,1,0,0.9100358790459202,0.45690042,,3,CARAGA,1.4929518949999998,1.6967405733333336,0.22949169166666664,0.3068363083333333,10.573872369999998,10.39040946388889,0.5553104505555556,0.8561045572222222,2.3052706627777777,1.8253017877777777,0.0,0.0,0.7724600794444445,0.3893333333333333,8.680986223888889,10.993013260555554,21.56012925666667,23.208724512222222
BURGOS,2004,,1,0,0.8913895634788909,2.14184372,,3,ILOCOS REGION,1.4929518949999998,1.6967405733333336,0.22949169166666664,0.3068363083333333,10.573872369999998,10.39040946388889,0.5553104505555556,0.8561045572222222,2.3052706627777777,1.8253017877777777,0.0,0.0,0.7724600794444445,0.3893333333333333,8.680986223888889,10.993013260555554,21.56012925666667,23.208724512222222
BURGOS,2004,,1,0,0.7778227256982164,1.33291579,,3,ILOCOS REGION,1.4929518949999998,1.6967405733333336,0.22949169166666664,0.3068363083333333,10.573872369999998,10.39040946388889,0.5553104505555556,0.8561045572222222,2.3052706627777777,1.8253017877777777,0.0,0.0,0.7724600794444445,0.3893333333333333,8.680986223888889,10.993013260555554,21.56012925666667,23.208724512222222
BURGOS,2004,,1,0,0.886202097922721,1.02675559,,3,ILOCOS REGION,1.4929518949999998,1.6967405733333336,0.22949169166666664,0.3068363083333333,10.573872369999998,10.39040946388889,0.5553104505555556,0.8561045572222222,2.3052706627777777,1.8253017877777777,0.0,0.0,0.7724600794444445,0.3893333333333333,8.680986223888889,10.993013260555554,21.56012925666667,23.208724512222222
BURGOS,2004,,1,0,0.8555730296034865,3.72533244,,3,ILOCOS REGION,1.4929518949999998,1.6967405733333336,0.22949169166666664,0.3068363083333333,10.573872369999998,10.39040946388889,0.5553104505555556,0.8561045572222222,2.3052706627777777,1.8253017877777777,0.0,0.0,0.7724600794444445,0.3893333333333333,8.680986223888889,10.993013260555554,21.56012925666667,23.208724512222222
BURGOS,2007,,1,0,0.8224301859714164,2.229,,3,CAGAYAN VALLEY,1.6168525688888888,2.123835708333333,0.3164070305555555,0.3442853838888889,13.34974265888889,3.919352827222222,0.805151455,0.9678873977777778,1.6724897427777778,3.3919117088888893,0.0,0.0,0.3893333333333333,0.48334433722222214,10.221998271111111,16.552752248333334,25.24423067277778,23.864016784444445
BURGOS,2007,,1,0,0.9521369047866262,0.28818811,,3,CARAGA,1.6168525688888888,2.123835708333333,0.3164070305555555,0.3442853838888889,13.34974265888889,3.919352827222222,0.805151455,0.9678873977777778,1.6724897427777778,3.3919117088888893,0.0,0.0,0.3893333333333333,0.48334433722222214,10.221998271111111,16.552752248333334,25.24423067277778,23.864016784444445
BURGOS,2007,,1,0,0.7649569026722042,2.81621505,,3,ILOCOS REGION,1.6168525688888888,2.123835708333333,0.3164070305555555,0.3442853838888889,13.34974265888889,3.919352827222222,0.805151455,0.9678873977777778,1.6724897427777778,3.3919117088888893,0.0,0.0,0.3893333333333333,0.48334433722222214,10.221998271111111,16.552752248333334,25.24423067277778,23.864016784444445
BURGOS,2007,,1,0,0.8845428525176654,1.07075245,,3,ILOCOS REGION,1.6168525688888888,2.123835708333333,0.3164070305555555,0.3442853838888889,13.34974265888889,3.919352827222222,0.805151455,0.9678873977777778,1.6724897427777778,3.3919117088888893,0.0,0.0,0.3893333333333333,0.48334433722222214,10.221998271111111,16.552752248333334,25.24423067277778,23.864016784444445
BURGOS,2007,,1,0,0.8623569674931594,1.23973636,,3,ILOCOS REGION,1.6168525688888888,2.123835708333333,0.3164070305555555,0.3442853838888889,13.34974265888889,3.919352827222222,0.805151455,0.9678873977777778,1.6724897427777778,3.3919117088888893,0.0,0.0,0.3893333333333333,0.48334433722222214,10.221998271111111,16.552752248333334,25.24423067277778,23.864016784444445
BURGOS,2007,,1,0,0.6384835021873395,6.62621867,,3,ILOCOS REGION,1.6168525688888888,2.123835708333333,0.3164070305555555,0.3442853838888889,13.34974265888889,3.919352827222222,0.805151455,0.9678873977777778,1.6724897427777778,3.3919117088888893,0.0,0.0,0.3893333333333333,0.48334433722222214,10.221998271111111,16.552752248333334,25.24423067277778,23.864016784444445
BURGOS,2010,,1,0,,0.0,,3,CAGAYAN VALLEY,2.025518867222222,2.8680728916666665,0.33028774222222224,0.3735965338888889,3.6119600350000005,5.7429355527777775,0.9613830661111111,1.6117373183333334,2.393869786111111,4.750374758333334,0.0,0.0,0.2947703594444444,0.8895288088888891,14.822753535555556,24.254730478888888,20.828583356666666,34.74804079
BURGOS,2010,,1,0,0.9470595555459775,1.121975942,,3,CARAGA,2.025518867222222,2.8680728916666665,0.33028774222222224,0.3735965338888889,3.6119600350000005,5.7429355527777775,0.9613830661111111,1.6117373183333334,2.393869786111111,4.750374758333334,0.0,0.0,0.2947703594444444,0.8895288088888891,14.822753535555556,24.254730478888888,20.828583356666666,34.74804079
BURGOS,2010,,1,0,0.6726093431156654,7.753909747,,3,ILOCOS REGION,2.025518867222222,2.8680728916666665,0.33028774222222224,0.3735965338888889,3.6119600350000005,5.7429355527777775,0.9613830661111111,1.6117373183333334,2.393869786111111,4.750374758333334,0.0,0.0,0.2947703594444444,0.8895288088888891,14.822753535555556,24.254730478888888,20.828583356666666,34.74804079
BURGOS,2010,,1,0,0.366017500803576,1.542870607,,3,ILOCOS REGION,2.025518867222222,2.8680728916666665,0.33028774222222224,0.3735965338888889,3.6119600350000005,5.7429355527777775,0.9613830661111111,1.6117373183333334,2.393869786111111,4.750374758333334,0.0,0.0,0.2947703594444444,0.8895288088888891,14.822753535555556,24.254730478888888,20.828583356666666,34.74804079
BURGOS,2010,,1,0,0.6248268869062081,3.786939817,,3,ILOCOS REGION,2.025518867222222,2.8680728916666665,0.33028774222222224,0.3735965338888889,3.6119600350000005,5.7429355527777775,0.9613830661111111,1.6117373183333334,2.393869786111111,4.750374758333334,0.0,0.0,0.2947703594444444,0.8895288088888891,14.822753535555556,24.254730478888888,20.828583356666666,34.74804079
BURGOS,2010,,1,0,0.83070110800507,8.386303808000001,,3,ILOCOS REGION,2.025518867222222,2.8680728916666665,0.33028774222222224,0.3735965338888889,3.6119600350000005,5.7429355527777775,0.9613830661111111,1.6117373183333334,2.393869786111111,4.750374758333334,0.0,0.0,0.2947703594444444,0.8895288088888891,14.822753535555556,24.254730478888888,20.828583356666666,34.74804079
BURGOS,2013,,1,0,0.793472598763518,4.810481619999999,,3,CAGAYAN VALLEY,2.4170883944444443,3.700181271111111,0.3095291316666666,1.8204134866666668,4.613834087777779,9.167188378888888,1.1405382777777775,2.970526446111111,4.801525375000001,6.089781638333333,0.0,0.0,0.7466782838888889,0.676067175,20.08941952777778,31.177774664444442,29.504778990555558,46.43474468166667
BURGOS,2013,,1,0,0.9508122337496274,1.003845467,,3,CARAGA,2.4170883944444443,3.700181271111111,0.3095291316666666,1.8204134866666668,4.613834087777779,9.167188378888888,1.1405382777777775,2.970526446111111,4.801525375000001,6.089781638333333,0.0,0.0,0.7466782838888889,0.676067175,20.08941952777778,31.177774664444442,29.504778990555558,46.43474468166667
BURGOS,2013,,1,0,0.647966402627756,10.649130285,,3,ILOCOS REGION,2.4170883944444443,3.700181271111111,0.3095291316666666,1.8204134866666668,4.613834087777779,9.167188378888888,1.1405382777777775,2.970526446111111,4.801525375000001,6.089781638333333,0.0,0.0,0.7466782838888889,0.676067175,20.08941952777778,31.177774664444442,29.504778990555558,46.43474468166667
BURGOS,2013,,1,0,0.49852899803732353,1.935558932,,3,ILOCOS REGION,2.4170883944444443,3.700181271111111,0.3095291316666666,1.8204134866666668,4.613834087777779,9.167188378888888,1.1405382777777775,2.970526446111111,4.801525375000001,6.089781638333333,0.0,0.0,0.7466782838888889,0.676067175,20.08941952777778,31.177774664444442,29.504778990555558,46.43474468166667
BURGOS,2013,,1,0,0.7954444428050012,3.218940178,,3,ILOCOS REGION,2.4170883944444443,3.700181271111111,0.3095291316666666,1.8204134866666668,4.613834087777779,9.167188378888888,1.1405382777777775,2.970526446111111,4.801525375000001,6.089781638333333,0.0,0.0,0.7466782838888889,0.676067175,20.08941952777778,31.177774664444442,29.504778990555558,46.43474468166667
BURGOS,2013,,1,0,0.7300268715529659,12.438435273,,3,ILOCOS REGION,2.4170883944444443,3.700181271111111,0.3095291316666666,1.8204134866666668,4.613834087777779,9.167188378888888,1.1405382777777775,2.970526446111111,4.801525375000001,6.089781638333333,0.0,0.0,0.7466782838888889,0.676067175,20.08941952777778,31.177774664444442,29.504778990555558,46.43474468166667
BURGOS,2016,,1,0,0.9392094647671864,4.14403142,,3,CAGAYAN VALLEY,3.4808314172222223,4.766721995000001,0.8615005299999999,1.4122939377777777,7.32058204888889,11.469498329444443,2.2673334383333335,4.453346183888889,5.873481862777777,9.923796242777778,0.0,0.0,0.7109166633333333,0.8371362127777778,28.58838935,45.70121359833333,41.782453261666674,67.09450817055556
BURGOS,2016,,1,0,0.9560192088697337,1.51248038,,3,CARAGA,3.4808314172222223,4.766721995000001,0.8615005299999999,1.4122939377777777,7.32058204888889,11.469498329444443,2.2673334383333335,4.453346183888889,5.873481862777777,9.923796242777778,0.0,0.0,0.7109166633333333,0.8371362127777778,28.58838935,45.70121359833333,41.782453261666674,67.09450817055556
BURGOS,2016,,1,0,0.4968128135196265,34.22717343,,3,ILOCOS REGION,3.4808314172222223,4.766721995000001,0.8615005299999999,1.4122939377777777,7.32058204888889,11.469498329444443,2.2673334383333335,4.453346183888889,5.873481862777777,9.923796242777778,0.0,0.0,0.7109166633333333,0.8371362127777778,28.58838935,45.70121359833333,41.782453261666674,67.09450817055556
BURGOS,2016,,1,0,0.17862781904609903,3.08675621,,3,ILOCOS REGION,3.4808314172222223,4.766721995000001,0.8615005299999999,1.4122939377777777,7.32058204888889,11.469498329444443,2.2673334383333335,4.453346183888889,5.873481862777777,9.923796242777778,0.0,0.0,0.7109166633333333,0.8371362127777778,28.58838935,45.70121359833333,41.782453261666674,67.09450817055556
BURGOS,2016,,1,0,0.6833301017364933,3.52405083,,3,ILOCOS REGION,3.4808314172222223,4.766721995000001,0.8615005299999999,1.4122939377777777,7.32058204888889,11.469498329444443,2.2673334383333335,4.453346183888889,5.873481862777777,9.923796242777778,0.0,0.0,0.7109166633333333,0.8371362127777778,28.58838935,45.70121359833333,41.782453261666674,67.09450817055556
BURGOS,2016,,1,0,0.768562923712409,12.10369778,,3,ILOCOS REGION,3.4808314172222223,4.766721995000001,0.8615005299999999,1.4122939377777777,7.32058204888889,11.469498329444443,2.2673334383333335,4.453346183888889,5.873481862777777,9.923796242777778,0.0,0.0,0.7109166633333333,0.8371362127777778,28.58838935,45.70121359833333,41.782453261666674,67.09450817055556
BURGOS,2019,,1,0,0.7595556881577038,6.75025089,,3,CAGAYAN VALLEY,4.273662323333334,7.4787960288888895,2.2382876422222218,1.7995855783333334,11.62495124888889,16.22454916555556,4.332392148333334,5.708916331111111,8.170479169999998,19.143305762222226,0.0,0.028962422777777774,0.780609135,1.2082888044444444,41.97721465833334,58.435956312777776,61.77264507722222,93.80381124055558
BURGOS,2019,,1,0,0.9458914644795923,2.44375206,,3,CARAGA,4.273662323333334,7.4787960288888895,2.2382876422222218,1.7995855783333334,11.62495124888889,16.22454916555556,4.332392148333334,5.708916331111111,8.170479169999998,19.143305762222226,0.0,0.028962422777777774,0.780609135,1.2082888044444444,41.97721465833334,58.435956312777776,61.77264507722222,93.80381124055558
BURGOS,2019,,1,0,0.45329203950096664,71.07813752,,3,ILOCOS REGION,4.273662323333334,7.4787960288888895,2.2382876422222218,1.7995855783333334,11.62495124888889,16.22454916555556,4.332392148333334,5.708916331111111,8.170479169999998,19.143305762222226,0.0,0.028962422777777774,0.780609135,1.2082888044444444,41.97721465833334,58.435956312777776,61.77264507722222,93.80381124055558
BURGOS,2019,,1,0,0.9014191898410713,6.601677639999999,,3,ILOCOS REGION,4.273662323333334,7.4787960288888895,2.2382876422222218,1.7995855783333334,11.62495124888889,16.22454916555556,4.332392148333334,5.708916331111111,8.170479169999998,19.143305762222226,0.0,0.028962422777777774,0.780609135,1.2082888044444444,41.97721465833334,58.435956312777776,61.77264507722222,93.80381124055558
BURGOS,2019,,1,0,0.5463996425313494,4.759189139999999,,3,ILOCOS REGION,4.273662323333334,7.4787960288888895,2.2382876422222218,1.7995855783333334,11.62495124888889,16.22454916555556,4.332392148333334,5.708916331111111,8.170479169999998,19.143305762222226,0.0,0.028962422777777774,0.780609135,1.2082888044444444,41.97721465833334,58.435956312777776,61.77264507722222,93.80381124055558
BURGOS,2019,,1,0,0.8430038684038481,16.73868053,,3,ILOCOS REGION,4.273662323333334,7.4787960288888895,2.2382876422222218,1.7995855783333334,11.62495124888889,16.22454916555556,4.332392148333334,5.708916331111111,8.170479169999998,19.143305762222226,0.0,0.028962422777777774,0.780609135,1.2082888044444444,41.97721465833334,58.435956312777776,61.77264507722222,93.80381124055558
BURGOS,2022,,1,0,0.9140613900680036,13.2198956,,3,CAGAYAN VALLEY,6.356619512222222,,1.4935334533333335,,14.145312870000001,,5.240838488333334,,8.288890694444444,,0.0,,1.0543214161111112,,51.947103036111116,,74.38130660055555,
BURGOS,2022,,1,0,0.7859740428436639,41.50255858,,3,CARAGA,6.356619512222222,,1.4935334533333335,,14.145312870000001,,5.240838488333334,,8.288890694444444,,0.0,,1.0543214161111112,,51.947103036111116,,74.38130660055555,
BURGOS,2022,,1,0,0.5813990006685175,65.20158065,,3,ILOCOS REGION,6.356619512222222,,1.4935334533333335,,14.145312870000001,,5.240838488333334,,8.288890694444444,,0.0,,1.0543214161111112,,51.947103036111116,,74.38130660055555,
BURGOS,2022,,1,0,0.15968239981172053,8.34422132,,3,ILOCOS REGION,6.356619512222222,,1.4935334533333335,,14.145312870000001,,5.240838488333334,,8.288890694444444,,0.0,,1.0543214161111112,,51.947103036111116,,74.38130660055555,
BURGOS,2022,,1,0,0.7641590912516264,5.72607216,,3,ILOCOS REGION,6.356619512222222,,1.4935334533333335,,14.145312870000001,,5.240838488333334,,8.288890694444444,,0.0,,1.0543214161111112,,51.947103036111116,,74.38130660055555,
BURGOS,2022,,1,0,0.8454648227292897,22.35286473,,3,ILOCOS REGION,6.356619512222222,,1.4935334533333335,,14.145312870000001,,5.240838488333334,,8.288890694444444,,0.0,,1.0543214161111112,,51.947103036111116,,74.38130660055555,
BURUANGA,1992,,1,0,0.908439784900141,0.252027,,3,WESTERN VISAYAS,,,,,,0.8079343333333333,,,,0.5276246666666666,,,,,,3.443846666666667,,4.779405666666666
BURUANGA,1995,,1,0,0.9478353435209941,0.373016,,3,WESTERN VISAYAS,,,,,0.5308823333333333,1.0917633333333334,,,0.3604083333333333,0.7396643333333334,,,,,2.792586,5.298291666666667,3.6838766666666665,7.129719333333334
BURUANGA,1998,,1,0,0.9375135219439457,0.657065,,3,WESTERN VISAYAS,,1.82938,,0.0658,0.9959016666666667,4.2093661466666665,,0.45415,0.6951233333333334,1.43274844,,0.0,,0.0,4.725016,8.134968903333332,6.416041,13.77708349
BURUANGA,2001,,1,0,0.9458441382627908,0.8240800000000001,,3,WESTERN VISAYAS,,1.8824933333333334,,0.05405666666666666,1.5826208133333335,12.925713333333334,,0.5068533333333334,1.0776247733333333,1.3899366666666666,,0.0,,0.0,7.037872236666668,10.48231,9.698117823333334,24.79796
BURUANGA,2004,,1,0,0.950442326462594,0.99059,,3,WESTERN VISAYAS,1.8475,2.2430033333333332,0.055966666666666665,0.15939666666666666,11.613283333333333,11.211293333333336,0.47980333333333336,0.6954666666666668,1.5467233333333332,1.5998833333333333,0.0,0.0,0.0,0.0,10.013123333333334,13.465069999999999,23.17313,26.276246666666665
BURUANGA,2007,,1,0,0.8763164537646674,1.45397,,3,WESTERN VISAYAS,2.117433333333333,2.5891995333333333,0.10083333333333333,0.21458083333333333,14.443573333333333,3.7137390666666668,0.62708,0.9099587000000001,1.5148133333333333,2.9479836266666672,0.0,0.0,0.0,0.0,11.598226666666667,21.701919836666665,27.55661333333333,28.363642529999996
BURUANGA,2010,,1,0,0.9070507719830018,3.558102233,,3,WESTERN VISAYAS,2.487616373333333,2.743262806666666,0.20599616666666667,0.44140029999999997,3.4963314066666666,5.136605933333333,0.8027188666666666,1.9519428266666665,1.7739678,4.933871756666666,0.0,0.0,0.0,0.0,19.664709233333337,25.486688823333335,24.93500844,35.557166513333335
BURUANGA,2013,,1,0,0.8489000029595778,7.287883539999999,,3,WESTERN VISAYAS,2.6892210666666663,3.51701651,0.3228113,0.5405576033333334,4.445717016666666,5.764118916666667,1.43368465,1.7065448033333332,5.313204516666667,4.8018461666666665,0.0,0.0,0.0,0.0,24.46929941,30.226937263333337,34.22822094333333,40.792902346666665
BURUANGA,2016,,1,0,0.8703098867931245,8.66412191,,3,WESTERN VISAYAS,3.19941554,4.822870516666668,0.5904342966666667,0.32509875666666666,5.776595636666667,8.785902806666666,1.9867458000000002,3.6379335333333334,4.40119416,6.530067013333333,0.0,0.0,0.0,0.0,27.77085504333333,40.82269166666666,37.94864484000001,56.13866148666667
BURUANGA,2019,,1,0,0.8742835887227968,11.28756984,,3,WESTERN VISAYAS,4.158714069999999,14.48245861,0.3680389866666667,4.395676416666666,7.038345583333334,25.20349321333333,2.5115925266666665,6.325358186666667,5.829623463333333,36.99352484333333,0.0,0.0,0.0,0.0,36.46125701666666,125.90996369666665,49.32922606333333,188.10698175333332
BURUANGA,2022,,1,0,0.5274190335160445,263.42008584,,3,WESTERN VISAYAS,5.95423151,,0.1918946433333333,,10.861901549999999,,4.715775396666666,,7.84281637,,0.0,,0.0,,52.16449385333333,,70.86921177333333,
BUSTOS,1992,,1,0,0.5910853868917308,2.646735,,3,CENTRAL LUZON,,,,,,2.696032666666667,,,,1.4976096666666667,,,,,,5.047949,,9.241591333333334
BUSTOS,1995,,1,0,0.6972120651197894,4.587996,,3,CENTRAL LUZON,,,,,1.5345873333333333,4.5931033333333335,,,1.1041666666666667,3.5551593333333336,,,,,4.7074153333333335,9.862882666666666,7.346169333333333,18.011145333333335
BUSTOS,1998,,1,0,0.7246821715630543,6.450311,,3,CENTRAL LUZON,,4.26748601,,1.50653418,4.0308090000000005,14.304961415,,0.79860429,2.0831049999999998,3.6180353400000005,,0.0,,0.0,7.684214999999999,17.918614365,13.798129000000001,35.841611119999996
BUSTOS,2001,,1,0,0.6829622038685355,8.456187830000001,,3,CENTRAL LUZON,,4.864215796666667,,2.3095089066666667,5.554100245000001,33.00784444,,1.1215273033333333,4.5256881600000005,3.1685955666666668,,0.09223633333333332,,0.0,12.489541195000001,24.6203561,22.5693296,60.796796106666655
BUSTOS,2004,,1,0,0.7784283094465402,9.499824830000001,,3,CENTRAL LUZON,4.67991785,5.986179336666666,2.2137629966666665,1.8901363800000002,30.684764949999998,26.520243323333336,0.99231408,3.5924247566666665,3.23835154,5.293674733333334,0.033,0.161803,0.0,0.0,24.95664485,23.403981209999998,58.879761339999995,55.21789926666667
BUSTOS,2007,,1,0,0.585889071035509,11.90235161,,3,CENTRAL LUZON,5.301179646666666,7.9959605866666665,1.8407792333333333,2.1451271733333335,31.823577003333337,18.969026083333333,2.29910791,8.761365323333331,5.067115926666667,8.093971033333334,0.17103933333333332,0.06657300000000001,0.0,0.0,22.211470879999997,40.374400869999995,59.10216381,67.43739798666667
BUSTOS,2010,,1,0,0.7686081372615762,19.684098138,,3,CENTRAL LUZON,7.0865516133333335,7.867019203333334,1.90161489,2.7721088866666665,16.574312353333333,23.9651094,7.46957285,13.325981310000001,6.865303906666667,11.648754316666666,0.116573,0.0,0.0,0.0,33.31184863666667,54.95757722666667,56.75146489666667,90.57144094333334
BUSTOS,2013,,1,0,0.7940425360555483,19.663985069,,3,CENTRAL LUZON,8.252760406666667,17.651073843333336,2.7658111699999997,2.9819515266666663,22.758933193333334,38.46525616333333,11.740361616666668,17.832230793333334,10.119565166666666,9.60223923,0.0,0.0,0.0,0.0,51.482015999999994,70.11745979333334,84.36051436000001,118.18495518666667
