bandwidth,ate,se,ci_lower,ci_upper
0.03,1.3000835685778187,0.9115273480193428,-0.48651003354009315,3.0866771706957303
0.05,1.5048147714628965,0.7339432028379003,0.06628609390061202,2.943343449025181
0.07,1.1248352623853182,0.6695048116126978,-0.18739416837556955,2.4370646931462057
