LGU_clean,election_year,incumbent_name,dynasty,ira_share,local_rev_pc,enc_gol,income_class,region,health_mn_post3,educ_mn_post3,pubwelf_mn_post3,socserv_mn_post3,econdev_mn_post3,labor_mn_post3,housing_mn_post3,gov_mn_post3,totexp_mn_post3,health_mn_pre3,educ_mn_pre3,pubwelf_mn_pre3,socserv_mn_pre3,econdev_mn_pre3,labor_mn_pre3,housing_mn_pre3,gov_mn_pre3,totexp_mn_pre3
SORSOGON,1998.0,"LEE, RAUL RODRIGUEZA",0,0.8686095476150513,21.111509323120117,3.1439216136932373,3,Bicol Region,34.37433369954427,4.0523331960042315,150.20599873860678,1.4193332990010579,74.62448628743489,0.0,0.38966667652130127,72.85862223307292,334.0806172688802,0.0,0.0,78.28942108154297,0.0,29.507363001505535,0.0,0.0,33.938289642333984,185.01499938964844
SORSOGON,2001.0,"LEE, RAUL RODRIGUEZA",1,0.873069167137146,31.302000045776367,1.4640840291976929,3,Bicol Region,107.37422180175781,7.258806864420573,221.48674519856772,3.9306693871816,89.79612477620442,0.0,1.024221380551656,101.8988265991211,395.4284261067708,0.0,0.0,104.64479573567708,0.0,54.087056477864586,0.0,0.0,49.55850346883138,289.3005828857422
SORSOGON,2004.0,"LEE, RAUL RODRIGUEZA",1,0.8313867449760437,25.418046951293945,1.8124139308929443,3,Bicol Region,125.67439270019531,4.476297934850057,237.62093607584634,11.309192498524984,83.22800191243489,0.0,2.6494641304016113,93.51159159342448,455.1578776041667,105.52766672770183,8.10099983215332,225.8470001220703,3.018999973932902,92.14566548665364,0.0,1.2970000108083088,107.90233357747395,373.0643310546875
SORSOGON,2007.0,"LEE, SALLY ANTE",1,0.8867962956428528,28.02235221862793,2.3094329833984375,3,Bicol Region,142.38379923502603,5.360053062438965,110.86953226725261,12.830852508544922,74.01142247517903,0.0,0.6697664260864258,157.88482411702475,450.6404317220052,118.53589121500652,6.930613199869792,229.96760050455728,7.765343348185222,88.3501459757487,0.0,2.381482481956482,94.3542709350586,446.3048095703125
SORSOGON,2010.0,"LEE, RAUL RODRIGUEZA",1,0.9117426872253418,52.63381576538086,1.81766676902771,3,Bicol Region,184.0515340169271,6.174780209859212,125.22498353322347,9.562424341837565,72.16910044352214,0.0,2.035994529724121,236.95069885253906,535.299570719401,136.71422322591147,5.288525740305583,140.96003214518228,17.228439966837566,78.68070220947266,0.0,1.0546361207962036,125.98482767740886,460.85487874348956
SORSOGON,2013.0,"LEE, RAUL RODRIGUEZA",1,0.8650100231170654,104.57797241210938,2.4103844165802,3,Bicol Region,199.28596623738608,17.671552658081055,306.30498758951825,17.381551424662273,87.65918731689453,0.0,3.747559070587158,310.1625671386719,745.2507731119791,159.82972717285156,4.435712258021037,174.51758321126303,8.998705863952637,66.60346603393555,0.0,1.2534431616465251,212.7911580403646,475.35927327473956
SORSOGON,2016.0,"RODRIGUEZA, ROBERT ANTE LEE",0,0.7887358665466309,264.4648742675781,2.589865207672119,3,Bicol Region,378.13136800130206,11.015924771626791,418.3601582845052,29.212862968444824,108.90352884928386,0.0,0.0,383.13487752278644,955.5339762369791,163.90298080444336,16.89880657196045,186.00047079722086,11.26465924580892,83.3315912882487,0.0,2.3154048124949136,277.4292805989583,657.9991658528646
SORSOGON,2019.0,"ESCUDERO, FRANCIS JOSEPH GUEVARA",0,0.8285201787948608,263.81927490234375,1.1501529216766357,3,Bicol Region,446.4663899739583,2.6163060665130615,643.1816202799479,43.21904373168945,147.70525105794272,0.4193433920542399,0.23333332935969034,376.7711181640625,1188.7020467122395,370.0182596842448,9.148241678873697,400.69785563151044,19.316657066345215,103.44603729248047,0.0,2.2147056261698403,392.7412821451823,945.1416625976562
SORSOGON,2022.0,"HAMOR, JOSE EDWIN BRONDIAL",0,0.856924295425415,343.19873046875,1.3832448720932007,3,Bicol Region,,,,,,,,,,340.5633951822917,7.227366089820862,542.4430440266927,43.772396087646484,130.66963958740234,0.4193433920542399,0.23333332935969034,345.5464172363281,1047.6235961914062
SOUTH COTABATO,1995.0,"DE PEDRO, HILARIO III LUTERO",0,0.7732878923416138,34.58908462524414,2.172778367996216,3,Davao Region,0.0,0.0,72.97077178955078,0.0,68.49043782552083,0.0,0.0,72.69008000691731,228.78935750325522,0.0,0.0,24.37570842107137,0.0,29.429553985595703,0.0,0.0,39.76162974039713,128.15873209635416
